algorithm	PC1	PC2
tyrosine_m_7101-omicsintegrator2-params-NIXQON6	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-I5EKII6	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-ON3OUHY	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-RCXKAY7	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-KMHTT5N	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-JHH34ZE	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-Z2C4Y5G	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-R2T74G3	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-O3SYN4K	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-K2CK6DC	0.9094171501552374	-1.0545254952428313
tyrosine_m_7101-omicsintegrator2-params-ISZN2DE	3.094865894911587	1.222119878143559
tyrosine_m_7101-omicsintegrator2-params-J5QF4A3	2.4962277062843086	1.4618214040033182
tyrosine_m_7101-omicsintegrator2-params-ROZICUS	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-B6FPMEP	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-G6QWKUF	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-RNOITRI	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-24QHVS5	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-H5EGTCE	5.47128542873466	-0.16794914772253908
tyrosine_m_7101-omicsintegrator2-params-SX6MWZF	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-YYQQGSW	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-VKYXWNI	-1.574467959464054	2.4080725671387606
tyrosine_m_7101-omicsintegrator2-params-JMDFQGQ	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-2WECIOD	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-XLW3AU2	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-TK757XH	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-G3MKBIH	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-62LFP5D	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-QGDDCNR	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-BERGTKM	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-QUD5DGU	-1.574467959464054	2.4080725671387606
tyrosine_m_7101-omicsintegrator2-params-VUTDEKI	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-G5PCTWW	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-BLZ4Z5H	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-QA7UVT2	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-EUXS342	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-2ETE5TC	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-XQYZBRY	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-K44Y7SY	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-RIX5P6Y	-1.574467959464054	2.4080725671387606
tyrosine_m_7101-omicsintegrator2-params-KSSGLIJ	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-VOU2GLP	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-3XS3BUE	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-GWFZFC3	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-BBDIWEE	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-WSTZQ5T	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-FCBNYQN	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-ZK2ZPTQ	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-E7S3CYK	-1.574467959464054	2.4080725671387606
tyrosine_m_7101-omicsintegrator2-params-JDGM2QR	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-2VM5MQL	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-O2NMIFG	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-GIILIYF	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-DGG4UVF	-2.570997510766089	-0.27320215123815506
tyrosine_m_7101-omicsintegrator2-params-CIOIRMT	-2.570997510766089	-0.27320215123815506
