algorithm	PC1	PC2
retinol_me_3941-omicsintegrator2-params-NIXQON6	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-I5EKII6	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-ON3OUHY	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-RCXKAY7	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-KMHTT5N	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-JHH34ZE	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-Z2C4Y5G	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-R2T74G3	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-O3SYN4K	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-K2CK6DC	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-ISZN2DE	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-J5QF4A3	1.5007042502379713	0.4913377284070439
retinol_me_3941-omicsintegrator2-params-ROZICUS	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-B6FPMEP	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-G6QWKUF	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-RNOITRI	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-24QHVS5	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-H5EGTCE	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-SX6MWZF	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-YYQQGSW	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-VKYXWNI	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-JMDFQGQ	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-2WECIOD	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-XLW3AU2	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-TK757XH	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-G3MKBIH	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-62LFP5D	3.202425333987379	1.311254984670215
retinol_me_3941-omicsintegrator2-params-QGDDCNR	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-BERGTKM	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-QUD5DGU	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-VUTDEKI	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-G5PCTWW	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-BLZ4Z5H	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-QA7UVT2	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-EUXS342	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-2ETE5TC	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-XQYZBRY	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-K44Y7SY	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-RIX5P6Y	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-KSSGLIJ	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-VOU2GLP	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-3XS3BUE	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-GWFZFC3	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-BBDIWEE	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-WSTZQ5T	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-FCBNYQN	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-ZK2ZPTQ	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-E7S3CYK	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-JDGM2QR	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-2VM5MQL	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-O2NMIFG	-3.1637312936122277	3.0405495439554415
retinol_me_3941-omicsintegrator2-params-GIILIYF	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-DGG4UVF	-0.6899409755500585	-2.112210094870782
retinol_me_3941-omicsintegrator2-params-CIOIRMT	-3.1637312936122277	3.0405495439554415
